square_0,square_1,square_2,square_3,square_4,square_5,square_6,square_7,square_8,best_move
-1,0,-1,0,1,-1,1,0,1,7
-1,0,-1,0,1,0,1,-1,1,1
-1,0,0,-1,1,-1,1,1,0,1
-1,0,0,-1,1,0,1,1,-1,1
-1,0,0,-1,1,-1,1,0,1,2
-1,0,0,-1,1,0,1,-1,1,2
-1,0,0,0,1,-1,1,1,-1,1
-1,0,0,0,1,-1,1,-1,1,2
-1,-1,-1,0,1,0,0,1,1,3
-1,-1,0,-1,1,0,0,1,1,6
-1,-1,0,0,1,-1,0,1,1,6
-1,-1,0,0,1,0,-1,1,1,2
-1,0,-1,-1,1,0,0,1,1,1
-1,0,-1,0,1,-1,0,1,1,1
-1,0,-1,0,1,0,-1,1,1,1
-1,0,0,-1,1,-1,0,1,1,1
-1,0,0,-1,1,0,-1,1,1,1
-1,0,0,0,1,-1,-1,1,1,1
0,-1,-1,-1,1,1,1,0,0,0
0,-1,-1,0,1,1,1,-1,0,3
0,-1,-1,0,1,1,1,0,-1,3
0,-1,-1,-1,1,1,0,1,0,0
0,-1,-1,0,1,1,-1,1,0,3
0,-1,-1,0,1,1,0,1,-1,3
0,-1,-1,-1,1,1,0,0,1,0
0,-1,-1,0,1,1,-1,0,1,0
0,-1,-1,0,1,1,0,-1,1,0
0,-1,0,-1,1,1,1,-1,0,2
0,-1,0,-1,1,1,1,0,-1,2
0,-1,0,-1,1,1,-1,1,0,0
0,-1,0,-1,1,1,0,1,-1,0
0,-1,0,-1,1,1,-1,0,1,0
0,-1,0,-1,1,1,0,-1,1,0
0,-1,0,0,1,1,-1,1,-1,3
0,-1,0,0,1,1,-1,-1,1,0
0,-1,0,0,1,1,1,-1,-1,2
0,-1,-1,-1,1,0,1,1,0,8
0,-1,-1,0,1,-1,1,1,0,8
0,-1,-1,0,1,0,1,1,-1,0
0,-1,-1,-1,1,0,1,0,1,0
0,-1,-1,0,1,-1,1,0,1,0
0,-1,-1,0,1,0,1,-1,1,0
0,-1,0,-1,1,-1,1,1,0,2
0,-1,0,-1,1,0,1,1,-1,2
0,-1,0,-1,1,-1,1,0,1,0
0,-1,0,-1,1,0,1,-1,1,0
0,-1,0,0,1,-1,1,1,-1,2
0,-1,0,0,1,-1,1,-1,1,0
0,-1,-1,-1,1,0,0,1,1,0
0,-1,-1,0,1,-1,0,1,1,0
0,-1,-1,0,1,0,-1,1,1,0
0,-1,0,-1,1,-1,0,1,1,0
0,-1,0,-1,1,0,-1,1,1,0
0,-1,0,0,1,-1,-1,1,1,0
0,0,-1,-1,1,1,1,-1,0,0
0,0,-1,-1,1,1,1,0,-1,0
0,0,-1,-1,1,1,-1,1,0,1
0,0,-1,-1,1,1,0,1,-1,1
0,0,-1,-1,1,1,-1,0,1,0
0,0,-1,-1,1,1,0,-1,1,0
0,0,-1,0,1,1,-1,1,-1,1
0,0,-1,0,1,1,-1,-1,1,0
0,0,-1,0,1,1,1,-1,-1,3
0,0,-1,-1,1,-1,1,1,0,1
0,0,-1,-1,1,0,1,1,-1,1
0,0,-1,-1,1,-1,1,0,1,0
0,0,-1,-1,1,0,1,-1,1,0
0,0,-1,0,1,-1,1,1,-1,1
0,0,-1,0,1,-1,1,-1,1,0
0,0,-1,-1,1,-1,0,1,1,0
0,0,-1,-1,1,0,-1,1,1,0
0,0,-1,0,1,-1,-1,1,1,0
0,0,0,-1,1,1,-1,1,-1,1
0,0,0,-1,1,1,-1,-1,1,0
0,0,0,-1,1,1,1,-1,-1,2
0,0,0,-1,1,-1,1,1,-1,1
0,0,0,-1,1,-1,1,-1,1,0
0,0,0,-1,1,-1,-1,1,1,0
-1,-1,-1,0,0,1,1,1,0,3
-1,-1,0,-1,0,1,1,1,0,8
-1,-1,0,0,-1,1,1,1,0,8
-1,-1,0,0,0,1,1,1,-1,2
-1,-1,-1,0,0,1,1,0,1,3
-1,-1,0,-1,0,1,1,0,1,2
-1,-1,0,0,-1,1,1,0,1,2
-1,-1,0,0,0,1,1,-1,1,2
-1,0,-1,-1,0,1,1,1,0,8
-1,0,-1,0,-1,1,1,1,0,8
-1,0,-1,0,0,1,1,1,-1,1
-1,0,-1,-1,0,1,1,0,1,7
-1,0,-1,0,-1,1,1,0,1,7
-1,0,-1,0,0,1,1,-1,1,1
-1,0,0,-1,-1,1,1,1,0,8
-1,0,0,-1,0,1,1,1,-1,4
-1,0,0,-1,-1,1,1,0,1,2
-1,0,0,-1,0,1,1,-1,1,2
-1,0,0,0,-1,1,1,1,-1,1
-1,0,0,0,-1,1,1,-1,1,2
-1,-1,-1,0,0,1,0,1,1,3
-1,-1,0,-1,0,1,0,1,1,2
-1,-1,0,0,-1,1,0,1,1,2
-1,-1,0,0,0,1,-1,1,1,2
-1,0,-1,-1,0,1,0,1,1,6
-1,0,-1,0,-1,1,0,1,1,6
-1,0,-1,0,0,1,-1,1,1,1
-1,0,0,-1,-1,1,0,1,1,2
-1,0,0,-1,0,1,-1,1,1,1
-1,0,0,0,-1,1,-1,1,1,2
0,-1,-1,-1,0,1,1,1,0,8
0,-1,-1,0,-1,1,1,1,0,8
0,-1,-1,0,0,1,1,1,-1,0
0,-1,-1,-1,0,1,1,0,1,7
0,-1,-1,0,-1,1,1,0,1,7
0,-1,-1,0,0,1,1,-1,1,0
0,-1,0,-1,-1,1,1,1,0,8
0,-1,0,-1,0,1,1,1,-1,0
0,-1,0,-1,-1,1,1,0,1,2
0,-1,0,-1,0,1,1,-1,1,2
0,-1,0,0,-1,1,1,1,-1,0
0,-1,0,0,-1,1,1,-1,1,0
0,-1,-1,-1,0,1,0,1,1,6
0,-1,-1,0,-1,1,0,1,1,6
0,-1,-1,0,0,1,-1,1,1,0
0,-1,0,-1,-1,1,0,1,1,2
0,-1,0,-1,0,1,-1,1,1,2
0,-1,0,0,-1,1,-1,1,1,2
0,0,-1,-1,-1,1,1,1,0,8
0,0,-1,-1,0,1,1,1,-1,0
0,0,-1,-1,-1,1,1,0,1,7
0,0,-1,-1,0,1,1,-1,1,0
0,0,-1,0,-1,1,1,1,-1,0
0,0,-1,0,-1,1,1,-1,1,1
0,0,-1,-1,-1,1,0,1,1,6
0,0,-1,-1,0,1,-1,1,1,0
0,0,-1,0,-1,1,-1,1,1,0
0,0,0,-1,-1,1,1,1,-1,0
0,0,0,-1,-1,1,1,-1,1,2
0,0,0,-1,-1,1,-1,1,1,2
1,-1,1,-1,1,-1,-1,1,0,8
1,-1,1,-1,1,-1,0,1,-1,6
1,-1,1,-1,1,1,-1,-1,0,8
1,-1,1,-1,1,1,-1,0,-1,7
1,-1,1,-1,1,0,-1,1,-1,5
1,-1,1,-1,1,1,0,-1,-1,6
1,-1,1,-1,-1,1,1,-1,0,8
1,-1,1,-1,-1,1,1,0,-1,7
1,-1,1,-1,-1,1,-1,1,0,8
1,-1,1,-1,-1,1,0,1,-1,6
1,-1,1,-1,0,1,-1,1,-1,4
1,-1,1,-1,0,1,1,-1,-1,4
1,-1,1,-1,-1,-1,1,1,0,8
1,-1,1,-1,-1,0,1,1,-1,5
1,-1,1,-1,-1,-1,1,0,1,7
1,-1,1,-1,-1,0,1,-1,1,5
1,-1,1,-1,0,-1,1,1,-1,4
1,-1,1,-1,0,-1,1,-1,1,4
1,-1,1,-1,-1,-1,0,1,1,6
1,-1,1,-1,-1,0,-1,1,1,5
1,-1,1,-1,0,-1,-1,1,1,4
1,-1,1,1,-1,-1,-1,1,0,8
1,-1,1,1,-1,-1,0,1,-1,6
1,-1,1,1,-1,-1,-1,0,1,7
1,-1,1,1,-1,-1,0,-1,1,6
1,-1,1,1,-1,1,-1,-1,0,8
1,-1,1,1,-1,1,-1,0,-1,7
1,-1,1,1,-1,0,-1,1,-1,5
1,-1,1,1,-1,0,-1,-1,1,5
1,-1,1,1,-1,1,0,-1,-1,6
1,-1,1,0,-1,1,-1,1,-1,3
1,-1,1,0,-1,1,1,-1,-1,3
1,-1,1,0,-1,-1,1,1,-1,3
1,-1,1,0,-1,-1,1,-1,1,3
1,-1,1,0,-1,-1,-1,1,1,3
1,-1,1,1,1,-1,-1,-1,0,8
1,-1,1,1,1,-1,-1,0,-1,7
1,-1,1,1,0,-1,-1,1,-1,4
1,-1,1,1,0,-1,-1,-1,1,4
1,-1,1,1,1,-1,0,-1,-1,6
1,-1,1,0,1,-1,-1,1,-1,3
1,-1,1,1,1,0,-1,-1,-1,5
1,-1,1,1,0,1,-1,-1,-1,4
1,-1,1,0,1,1,-1,-1,-1,3
1,-1,-1,1,1,-1,-1,1,0,8
1,-1,-1,1,1,-1,0,1,-1,6
1,-1,-1,1,1,0,-1,1,-1,5
1,-1,-1,1,-1,1,-1,1,0,8
1,-1,-1,1,-1,1,0,1,-1,6
1,-1,-1,1,-1,1,-1,0,1,7
1,-1,-1,1,-1,1,0,-1,1,6
1,-1,-1,1,0,1,-1,1,-1,4
1,-1,-1,1,0,1,-1,-1,1,4
1,-1,-1,1,-1,-1,0,1,1,6
1,-1,-1,1,-1,0,-1,1,1,5
1,-1,-1,1,0,-1,-1,1,1,4
1,-1,0,1,-1,1,-1,1,-1,2
1,-1,0,1,-1,1,-1,-1,1,2
1,-1,0,1,-1,-1,-1,1,1,2
1,-1,0,1,1,-1,-1,1,-1,2
1,-1,-1,-1,1,1,1,-1,0,8
1,-1,-1,-1,1,1,1,0,-1,7
1,-1,-1,-1,1,1,-1,1,0,8
1,-1,-1,-1,1,1,0,1,-1,6
1,-1,-1,0,1,1,-1,1,-1,3
1,-1,-1,0,1,1,1,-1,-1,3
1,-1,-1,-1,1,-1,1,1,0,8
1,-1,-1,-1,1,0,1,1,-1,5
1,-1,-1,0,1,-1,1,1,-1,3
1,-1,0,-1,1,1,-1,1,-1,2
1,-1,0,-1,1,1,1,-1,-1,2
1,-1,0,-1,1,-1,1,1,-1,2
1,-1,-1,-1,-1,1,1,1,0,8
1,-1,-1,-1,0,1,1,1,-1,4
1,-1,-1,-1,-1,1,1,0,1,7
1,-1,-1,-1,0,1,1,-1,1,4
1,-1,-1,0,-1,1,1,1,-1,3
1,-1,-1,0,-1,1,1,-1,1,3
1,-1,-1,-1,-1,1,0,1,1,6
1,-1,-1,-1,0,1,-1,1,1,4
1,-1,-1,0,-1,1,-1,1,1,3
1,-1,0,-1,-1,1,1,1,-1,2
1,-1,0,-1,-1,1,1,-1,1,2
1,-1,0,-1,-1,1,-1,1,1,2
1,1,-1,-1,1,-1,1,-1,0,8
1,1,-1,-1,1,-1,1,0,-1,7
1,1,-1,-1,1,1,-1,-1,0,8
1,1,-1,-1,1,1,-1,0,-1,7
1,1,-1,-1,1,1,0,-1,-1,6
1,1,-1,-1,1,0,1,-1,-1,5
1,1,-1,-1,-1,1,1,-1,0,8
1,1,-1,-1,-1,1,1,0,-1,7
1,1,-1,-1,-1,1,-1,1,0,8
1,1,-1,-1,-1,1,0,1,-1,6
1,1,-1,-1,-1,1,-1,0,1,7
1,1,-1,-1,-1,1,0,-1,1,6
1,1,-1,-1,0,1,-1,1,-1,4
1,1,-1,-1,0,1,-1,-1,1,4
1,1,-1,-1,0,1,1,-1,-1,4
1,1,-1,-1,-1,-1,1,1,0,8
1,1,-1,-1,-1,0,1,1,-1,5
1,1,-1,-1,-1,-1,1,0,1,7
1,1,-1,-1,-1,0,1,-1,1,5
1,1,-1,-1,0,-1,1,1,-1,4
1,1,-1,-1,0,-1,1,-1,1,4
1,1,-1,-1,-1,-1,0,1,1,6
1,1,-1,-1,-1,0,-1,1,1,5
1,1,-1,-1,0,-1,-1,1,1,4
1,1,-1,1,-1,-1,-1,1,0,8
1,1,-1,1,-1,-1,0,1,-1,6
1,1,-1,1,-1,-1,-1,0,1,7
1,1,-1,1,-1,-1,0,-1,1,6
1,1,-1,1,-1,1,-1,-1,0,8
1,1,-1,1,-1,1,0,-1,-1,6
1,1,-1,1,-1,0,-1,-1,1,5
1,1,-1,1,-1,1,-1,0,-1,7
1,1,-1,1,-1,0,-1,1,-1,5
1,1,-1,0,-1,1,1,-1,-1,3
1,1,-1,0,-1,1,-1,-1,1,3
1,1,-1,0,-1,1,-1,1,-1,3
1,1,-1,0,-1,-1,1,1,-1,3
1,1,-1,0,-1,-1,1,-1,1,3
1,1,-1,0,-1,-1,-1,1,1,3
1,1,-1,1,1,-1,-1,-1,0,8
1,1,-1,1,1,-1,-1,0,-1,7
1,1,-1,1,0,-1,-1,1,-1,4
1,1,-1,1,0,-1,-1,-1,1,4
1,1,-1,1,1,-1,0,-1,-1,6
1,1,-1,0,1,-1,1,-1,-1,3
1,1,-1,1,1,0,-1,-1,-1,5
1,1,-1,1,0,1,-1,-1,-1,4
1,1,-1,0,1,1,-1,-1,-1,3
1,0,-1,1,-1,1,-1,-1,1,1
1,0,-1,1,-1,1,-1,1,-1,1
1,0,-1,1,-1,-1,-1,1,1,1
1,0,-1,1,1,-1,-1,1,-1,1
1,0,-1,-1,1,1,-1,1,-1,1
1,0,-1,-1,1,1,1,-1,-1,1
1,0,-1,-1,1,-1,1,1,-1,1
1,0,-1,-1,-1,1,1,1,-1,1
1,0,-1,-1,-1,1,1,-1,1,1
1,0,-1,-1,-1,1,-1,1,1,1
1,1,0,-1,-1,1,-1,1,-1,2
1,1,0,-1,-1,1,-1,-1,1,2
1,1,0,-1,-1,1,1,-1,-1,2
1,1,0,-1,-1,-1,1,-1,1,2
1,1,0,-1,-1,-1,1,1,-1,2
1,1,0,-1,-1,-1,-1,1,1,2
1,1,0,-1,1,-1,1,-1,-1,2
1,1,0,-1,1,1,-1,-1,-1,2
1,0,1,-1,-1,1,-1,1,-1,1
1,0,1,-1,-1,1,1,-1,-1,1
1,0,1,-1,-1,-1,1,-1,1,1
1,0,1,-1,-1,-1,1,1,-1,1
1,0,1,-1,-1,-1,-1,1,1,1
1,0,1,-1,1,-1,-1,1,-1,1
1,0,1,-1,1,1,-1,-1,-1,1
1,1,0,1,-1,-1,-1,1,-1,2
1,1,0,1,-1,-1,-1,-1,1,2
1,1,0,1,-1,1,-1,-1,-1,2
1,0,1,1,-1,-1,-1,1,-1,1
1,0,1,1,-1,-1,-1,-1,1,1
1,0,1,1,-1,1,-1,-1,-1,1
1,1,0,1,1,-1,-1,-1,-1,2
1,0,1,1,1,-1,-1,-1,-1,1
-1,1,1,-1,1,-1,-1,0,1,7
-1,1,1,-1,1,-1,0,-1,1,6
-1,1,1,-1,1,1,-1,-1,0,8
-1,1,1,-1,1,1,0,-1,-1,6
-1,1,1,-1,1,0,-1,-1,1,5
-1,1,1,-1,1,1,-1,0,-1,7
-1,1,1,-1,-1,1,1,-1,0,8
-1,1,1,-1,-1,1,1,0,-1,7
-1,1,1,-1,-1,1,-1,1,0,8
-1,1,1,-1,-1,1,0,1,-1,6
-1,1,1,-1,0,1,1,-1,-1,4
-1,1,1,-1,0,1,-1,1,-1,4
-1,1,1,-1,-1,-1,1,1,0,8
-1,1,1,-1,-1,0,1,1,-1,5
-1,1,1,-1,-1,-1,1,0,1,7
-1,1,1,-1,-1,0,1,-1,1,5
-1,1,1,-1,0,-1,1,1,-1,4
-1,1,1,-1,0,-1,1,-1,1,4
-1,1,1,-1,-1,-1,0,1,1,6
-1,1,1,-1,-1,0,-1,1,1,5
-1,1,1,-1,0,-1,-1,1,1,4
-1,1,1,1,-1,-1,1,-1,0,8
-1,1,1,1,-1,-1,1,0,-1,7
-1,1,1,1,-1,-1,-1,1,0,8
-1,1,1,1,-1,-1,0,1,-1,6
-1,1,1,1,-1,-1,-1,0,1,7
-1,1,1,1,-1,-1,0,-1,1,6
-1,1,1,1,-1,1,-1,-1,0,8
-1,1,1,1,-1,1,-1,0,-1,7
-1,1,1,1,-1,0,-1,1,-1,5
-1,1,1,1,-1,0,-1,-1,1,5
-1,1,1,1,-1,1,0,-1,-1,6
-1,1,1,1,-1,0,1,-1,-1,5
-1,1,1,0,-1,1,-1,1,-1,3
-1,1,1,0,-1,1,1,-1,-1,3
-1,1,1,0,-1,-1,1,1,-1,3
-1,1,1,0,-1,-1,1,-1,1,3
-1,1,1,0,-1,-1,-1,1,1,3
-1,1,1,1,1,-1,-1,-1,0,8
-1,1,1,1,1,-1,-1,0,-1,7
-1,1,1,1,0,-1,-1,1,-1,4
-1,1,1,1,0,-1,-1,-1,1,4
-1,1,1,1,1,-1,0,-1,-1,6
-1,1,1,1,0,-1,1,-1,-1,4
-1,1,1,0,1,-1,-1,-1,1,3
-1,1,1,1,1,0,-1,-1,-1,5
-1,1,1,1,0,1,-1,-1,-1,4
-1,1,1,0,1,1,-1,-1,-1,3
-1,1,-1,1,1,-1,1,-1,0,8
-1,1,-1,1,1,-1,1,0,-1,7
-1,1,-1,1,1,-1,-1,0,1,7
-1,1,-1,1,1,-1,0,-1,1,6
-1,1,-1,1,1,0,-1,-1,1,5
-1,1,-1,1,1,0,1,-1,-1,5
-1,1,-1,1,-1,1,1,-1,0,8
-1,1,-1,1,-1,1,1,0,-1,7
-1,1,-1,1,-1,1,-1,1,0,8
-1,1,-1,1,-1,1,0,1,-1,6
-1,1,-1,1,-1,1,-1,0,1,7
-1,1,-1,1,-1,1,0,-1,1,6
-1,1,-1,1,0,1,-1,1,-1,4
-1,1,-1,1,0,1,-1,-1,1,4
-1,1,-1,1,0,1,1,-1,-1,4
-1,1,-1,1,-1,-1,1,1,0,8
-1,1,-1,1,-1,0,1,1,-1,5
-1,1,-1,1,-1,-1,1,0,1,7
-1,1,-1,1,-1,0,1,-1,1,5
-1,1,-1,1,0,-1,1,1,-1,4
-1,1,-1,1,0,-1,1,-1,1,4
-1,1,-1,1,-1,-1,0,1,1,6
-1,1,-1,1,-1,0,-1,1,1,5
-1,1,-1,1,0,-1,-1,1,1,4
-1,1,0,1,-1,1,-1,1,-1,2
-1,1,0,1,-1,1,-1,-1,1,2
-1,1,0,1,-1,1,1,-1,-1,2
-1,1,0,1,-1,-1,1,1,-1,2
-1,1,0,1,-1,-1,1,-1,1,2
-1,1,0,1,-1,-1,-1,1,1,2
-1,1,0,1,1,-1,-1,-1,1,2
-1,1,0,1,1,-1,1,-1,-1,2
-1,1,-1,-1,1,1,1,-1,0,8
-1,1,-1,-1,1,1,1,0,-1,7
-1,1,-1,-1,1,1,-1,0,1,7
-1,1,-1,-1,1,1,0,-1,1,6
-1,1,-1,0,1,1,-1,-1,1,3
-1,1,-1,0,1,1,1,-1,-1,3
-1,1,-1,-1,1,-1,1,0,1,7
-1,1,-1,-1,1,0,1,-1,1,5
-1,1,-1,0,1,-1,1,-1,1,3
-1,1,0,-1,1,1,1,-1,-1,2
-1,1,0,-1,1,1,-1,-1,1,2
-1,1,0,-1,1,-1,1,-1,1,2
-1,1,-1,-1,-1,1,1,1,0,8
-1,1,-1,-1,0,1,1,1,-1,4
-1,1,-1,-1,-1,1,1,0,1,7
-1,1,-1,-1,0,1,1,-1,1,4
-1,1,-1,0,-1,1,1,1,-1,3
-1,1,-1,0,-1,1,1,-1,1,3
-1,1,-1,-1,-1,1,0,1,1,6
-1,1,-1,-1,0,1,-1,1,1,4
-1,1,-1,0,-1,1,-1,1,1,3
-1,1,0,-1,-1,1,1,1,-1,2
-1,1,0,-1,-1,1,1,-1,1,2
-1,1,0,-1,-1,1,-1,1,1,2
0,1,-1,1,-1,1,1,-1,-1,0
0,1,-1,1,-1,1,-1,-1,1,0
0,1,-1,1,-1,1,-1,1,-1,0
0,1,-1,1,-1,-1,1,1,-1,0
0,1,-1,1,-1,-1,1,-1,1,0
0,1,-1,1,-1,-1,-1,1,1,0
0,1,-1,1,1,-1,-1,-1,1,0
0,1,-1,1,1,-1,1,-1,-1,0
0,1,-1,-1,1,1,-1,-1,1,0
0,1,-1,-1,1,1,1,-1,-1,0
0,1,-1,-1,1,-1,1,-1,1,0
0,1,-1,-1,-1,1,1,1,-1,0
0,1,-1,-1,-1,1,1,-1,1,0
0,1,-1,-1,-1,1,-1,1,1,0
0,1,1,-1,-1,1,-1,1,-1,0
0,1,1,-1,-1,1,1,-1,-1,0
0,1,1,-1,-1,-1,1,-1,1,0
0,1,1,-1,-1,-1,1,1,-1,0
0,1,1,-1,-1,-1,-1,1,1,0
0,1,1,-1,1,-1,-1,-1,1,0
0,1,1,-1,1,1,-1,-1,-1,0
0,1,1,1,-1,-1,-1,1,-1,0
0,1,1,1,-1,-1,-1,-1,1,0
0,1,1,1,-1,-1,1,-1,-1,0
0,1,1,1,-1,1,-1,-1,-1,0
0,1,1,1,1,-1,-1,-1,-1,0
-1,-1,1,1,1,-1,-1,1,0,8
-1,-1,1,1,1,-1,0,1,-1,6
-1,-1,1,1,1,-1,-1,0,1,7
-1,-1,1,1,1,-1,0,-1,1,6
-1,-1,1,1,1,0,-1,1,-1,5
-1,-1,1,1,1,0,-1,-1,1,5
-1,-1,1,1,-1,1,1,-1,0,8
-1,-1,1,1,-1,1,1,0,-1,7
-1,-1,1,1,-1,1,-1,1,0,8
-1,-1,1,1,-1,1,0,1,-1,6
-1,-1,1,1,0,1,-1,1,-1,4
-1,-1,1,1,0,1,1,-1,-1,4
-1,-1,1,1,-1,-1,1,1,0,8
-1,-1,1,1,-1,0,1,1,-1,5
-1,-1,1,1,-1,-1,1,0,1,7
-1,-1,1,1,-1,0,1,-1,1,5
-1,-1,1,1,0,-1,1,1,-1,4
-1,-1,1,1,0,-1,1,-1,1,4
-1,-1,1,1,-1,-1,0,1,1,6
-1,-1,1,1,-1,0,-1,1,1,5
-1,-1,1,1,0,-1,-1,1,1,4
-1,0,1,1,-1,1,-1,1,-1,1
-1,0,1,1,-1,1,1,-1,-1,1
-1,0,1,1,-1,-1,1,1,-1,1
-1,0,1,1,-1,-1,1,-1,1,1
-1,0,1,1,-1,-1,-1,1,1,1
-1,0,1,1,1,-1,-1,1,-1,1
-1,0,1,1,1,-1,-1,-1,1,1
-1,-1,1,-1,1,1,-1,1,0,8
-1,-1,1,-1,1,1,0,1,-1,6
-1,-1,1,0,1,1,-1,1,-1,3
-1,-1,1,-1,1,-1,0,1,1,6
-1,-1,1,-1,1,0,-1,1,1,5
-1,-1,1,0,1,-1,-1,1,1,3
-1,0,1,-1,1,1,-1,1,-1,1
-1,0,1,-1,1,-1,-1,1,1,1
-1,-1,1,-1,-1,1,1,1,0,8
-1,-1,1,-1,0,1,1,1,-1,4
-1,-1,1,0,-1,1,1,1,-1,3
-1,0,1,-1,-1,1,1,1,-1,1
0,-1,1,1,-1,1,-1,1,-1,0
0,-1,1,1,-1,1,1,-1,-1,0
0,-1,1,1,-1,-1,1,1,-1,0
0,-1,1,1,-1,-1,1,-1,1,0
0,-1,1,1,-1,-1,-1,1,1,0
0,-1,1,1,1,-1,-1,1,-1,0
0,-1,1,1,1,-1,-1,-1,1,0
0,-1,1,-1,1,1,-1,1,-1,0
0,-1,1,-1,1,-1,-1,1,1,0
0,-1,1,-1,-1,1,1,1,-1,0
-1,-1,-1,1,1,-1,1,1,0,8
-1,-1,0,1,1,-1,1,1,-1,2
-1,-1,-1,1,1,-1,1,0,1,7
-1,-1,0,1,1,-1,1,-1,1,2
-1,-1,-1,1,1,0,1,-1,1,5
-1,-1,-1,1,1,0,1,1,-1,5
-1,-1,-1,1,1,-1,0,1,1,6
-1,-1,0,1,1,-1,-1,1,1,2
-1,-1,-1,1,1,0,-1,1,1,5
-1,0,-1,1,1,-1,1,1,-1,1
-1,0,-1,1,1,-1,1,-1,1,1
-1,0,-1,1,1,-1,-1,1,1,1
-1,-1,-1,1,-1,1,1,1,0,8
-1,-1,0,1,-1,1,1,1,-1,2
-1,-1,-1,1,-1,1,1,0,1,7
-1,-1,0,1,-1,1,1,-1,1,2
-1,-1,-1,1,0,1,1,-1,1,4
-1,-1,-1,1,0,1,1,1,-1,4
-1,-1,-1,1,-1,1,0,1,1,6
-1,-1,0,1,-1,1,-1,1,1,2
-1,-1,-1,1,0,1,-1,1,1,4
-1,0,-1,1,-1,1,1,1,-1,1
-1,0,-1,1,-1,1,1,-1,1,1
-1,0,-1,1,-1,1,-1,1,1,1
0,-1,-1,1,1,-1,1,1,-1,0
0,-1,-1,1,1,-1,1,-1,1,0
0,-1,-1,1,1,-1,-1,1,1,0
0,-1,-1,1,-1,1,1,1,-1,0
0,-1,-1,1,-1,1,1,-1,1,0
0,-1,-1,1,-1,1,-1,1,1,0
-1,-1,-1,-1,1,1,1,1,0,8
-1,-1,0,-1,1,1,1,1,-1,2
-1,-1,-1,-1,1,1,1,0,1,7
-1,-1,0,-1,1,1,1,-1,1,2
-1,-1,-1,0,1,1,1,-1,1,3
-1,-1,-1,0,1,1,1,1,-1,3
-1,-1,-1,-1,1,1,0,1,1,6
-1,-1,0,-1,1,1,-1,1,1,2
-1,-1,-1,0,1,1,-1,1,1,3
-1,0,-1,-1,1,1,1,1,-1,1
-1,0,-1,-1,1,1,1,-1,1,1
-1,0,-1,-1,1,1,-1,1,1,1
0,-1,-1,-1,1,1,1,1,-1,0
0,-1,-1,-1,1,1,1,-1,1,0
0,-1,-1,-1,1,1,-1,1,1,0
